user_id,name,review_count,average_stars
-H7hd6l1GIEyyAWe0uCybA,Richard,53,3.98
L0Tjss0FT8WARYikQYkifA,Matty,14,3.64
mY0js382B7mwoVn7X3IEuw,Kaitlin,4,4.75
ChBZhrjYi4TvkvV-JWL_hQ,Ari,1,1.0
6L9gscozXCncds8QrciSNw,bill,3,2.0
SxkAt_VLZthZ0Kmpi6-_OA,Brad,1,5.0
mhpoWn7GhFxtDcF4W2Ylzg,David,24,4.0
-OpBpXTL0bd8mrgrySVDnQ,Lee,14,3.21
5QtPuoauKjoNXGK5vx4rCw,Lisa,15,4.07
MobC1FaT1n29KblAJZ3mcw,Deedee,3,3.5
jHQZ6eBLyGgaegKJLHTrag,Elizabeth,5,4.6
dR_Z6Pp0mQxMnyTBVlUkhw,Stephanie,1,1.0
j6Ig9V60wygB2QnadP5jqg,Kelly,256,3.64
aoV1XcvfoFTOnGES1sy2QQ,Lindsay,1,5.0
F0__wXIE5pW7hgNIAJK79g,Andrea,1,5.0
TFDFf2l8NMrWcbpKHgqttg,Jamie,4,2.33
xkxTww6oleBJ1kB8FvxKng,Ken,3,4.67
3avXhtZQc5CEJxUwezWvnQ,Faye,2,5.0
eCSYAzpBbIrFMAUYGQjzQA,Michelle,15,4.13
bsp1QVm_NjG7xMKbBgYbHQ,Scott,1,2.0
J3I2NClEbD1Xr8lOdjxlqQ,Stephen,189,3.63
BqVc6ZXEG49GfJeBHWc8Ug,Teresa,3,4.0
mqjs9aTJ-o2kv0GgsLqEzQ,Sara,4,3.75
nAWettDHHrH-qU2ud5-eLA,Vivian,96,4.24
o7sNqbEsMrztrVV_3RU4Hw,Margaret,33,3.56
i6qUCbZx2ZmhQvf-uVFMmw,Abdullah,10,3.6
DACiFcUgLSTM3DrHOk-KYw,Eric,60,4.0
8deDe3YA1HiN9oTwPumavw,Mark,2,5.0
byYAUve4mM9cP5J0GeL2Ow,Jerus-Angelo,57,3.82
rOEgC-_M8846n7JPUfgmsA,Nicole,4,3.25
GdakGigr_YNJ4yYBRZxEqA,Robert,10,3.1
EfdhEro59PopaJpT2CKKEQ,Scott,237,3.97
tFLhyWG--5A01BxiNzT0rw,Michelle,1,5.0
UD1rcQEccSow1B4sJXc2nQ,Scott,7,4.29
ODiMT4yPUFpSXWQZBA-yLg,Bryant,2,3.5
KTMqiNYmGBzenePbCVLa-g,Bianca,67,3.45
kgPa9QOdeEbu08X83cvfnQ,Wendy,12,4.25
HBJeEjLOTPnWfJuD8Pf22g,Keith,2,5.0
Q7OPi-qS6eZ6zz6yc13R8A,Miki,231,3.32
2DC9mdLq17dw2pYpS5xXmQ,Marc,4,4.5
Bf-Z1svKbOYLk6Jdi36bSQ,Buddy,7,4.14
P0TWdT510iiqGjvpEleJHQ,John,4,4.67
0t4LKnwQooz7pFwuMwLLcA,Paul,5,3.6
zMK4n9kccIO1ltCXzVy-Bw,Dallas,390,3.5
mEcEGw9Ggg0RXzQH6DwuIg,Michael,213,3.3
ukaETzOAnWtUbk1uD6VKNQ,Local,23,3.2
XOKtpzka_YeBAtDOZdYxVw,Jennine,1,1.0
m2uaBX3VmZZSc3NyD1qyoQ,Ann,22,3.9
JkV4FjaJS9Ze5koFOBZxCg,Joel,55,3.65
3nDDsqAEpRa_wiDEz7Y4Ww,Kristina,1,5.0
7hkkjW3p73M6OwQgf_WeSQ,Aaron,3,3.67
-ip4FPtUvKel_FHb3mkpcw,Maxine,99,4.1
_A8kGzGF2zPiMUHy0WTrlg,David,8,4.5
E6phB1WoeKNo4FgYS8R8Sg,Ranter,3,5.0
9bCDKM3_s4cYhR8Vzzk-hw,Jadis,8,3.0
zuywrSTQyZ-WyIVAvg2R_A,Anthony,2,5.0
Pj4NfwbcszVybCrqibna1g,Sean,5,3.4
MeZPDemIzv1u0tN0tEC7Yw,Trish,15,4.33
q7xcXuFZA2HZUuA1oUKUjA,Phat,101,3.67
Tp_uzGaPW_BfpmmUfLJWkw,Eleana,49,3.73
Af0_IV2TrkxctRXVYYbNzA,Andrew,9,3.29
6vajLVJkUHg4z3dAMjMAsw,John,2,3.0
pr5g7GQgvFK_DKKTgiW7nw,Me,47,4.13
f9kkiseXBsr71wc06bhkgA,Mindy,13,3.15
ZuGqr_UigjShS9j-moVP8w,Duane,8,3.88
cb1INBdxPgDHhDMpmp1gog,Marie,3,1.0
CFLa605jVSWuUGc3ogRDhw,Coco,2,1.5
y9N275PiqQyZhVKMAPfNWw,Natalie,3,3.67
QcKEeYgwB5W8aL5MJN-Drg,Ryan,12,4.09
-yZJr73bAoPtlpHUL7JBzg,LaVerne,15,3.75
B_k2_RTA1cfxWJjkXBC2ZA,Heather,3,3.33
AsMszhIyO7FAjc1azjBH7Q,Larry,2,1.5
vU_7yzxAlfyqnkNnC-n1rw,Garrett,8,3.25
l3vSqK_uLQ76jbtWMmpC7Q,Stacey,6,4.0
Ikf6HMvFlXMEJLW4HH-tFw,Jessica,107,3.23
D1WUKtscrDPV0HyBq91e4g,Esther,146,3.9
97-TLAoOoHZtyOdS33ospw,Robert,11,4.18
APjxPqs9Z5DF9J8_jJirkA,Heatherdawn,6,4.17
A7DmcDwQsI5b-bHyEbCe6g,Justin,1,1.0
KDRiQS_l6a4ebFpUgso-Ng,Sherri,2,1.0
sePKjDHy1yzmyRTJcoYPRA,Stephanie,1,5.0
inGmT2qSXBGT_R9oswRYRw,Ed,106,3.63
A9qIKLrClq0vxVElqMZf_Q,Billy,4,4.25
T7Unxf15tCDI3gXnzNOXHA,Curtis,168,3.58
lmkVxWnpnHGs-FisBDwbNw,joshua,25,4.08
0AATs8lhF0IcDQVK9VhgPQ,Dan,67,3.84
7k1WnKJwkgl_S7YwdwxDqw,rose,2,3.5
cU7i0BDqPNEfldx9UjBBlA,Brad,3,3.33
imjhubhkPVIHq69JNPS4GA,Maeve,11,3.9
fTo1Nf5hXSZqPC_qkvXlrg,Erika,566,3.88
7eQlnmNX7cGjd7rboF-k1g,Crystal,1,5.0
bUxu8glLYO09Ct50pP7T_g,Scott,1,3.0
XPckxnZZOR0hZyJ348NJAw,Colleen,318,3.48
WN-BmQxP4QNX6HiaUcRxlg,Johnmichael,2,1.0
k1J9kp1Kw2eDSQLVv84P3A,BRIAN,9,2.44
3bf2zi1lv7ebH8Zxq7mOvw,Franz,1,5.0
7yEDZnY76HeoLzHNdqa-Fg,Patrick,31,3.87
zNGvlN6rDrR1C7s5Hr_7KA,Mary,3,4.67
IVb9YMopuGyt5jJ7rjwoqg,John,55,3.53
NZgj307QqK68Z-2-ZoMa2A,Mark,181,3.44
CudlbVQsaP4d8LATjkgfFw,Irwin,21,4.0
HjmwkCMTdzWgIy_nVrt2xA,Ella,1,2.0
-JLiC5WLQIu2usjYTNmS2w,David,354,3.55
HGXJe1epZD2UZeV3mv8Tpg,amanda,4,5.0
BOiz48E1kor-jVpwM68kIQ,Salette,12,4.0
umk_6ysXhErEbSRaWTZn8Q,Nicole,8,4.25
vIeHkfLAjVzKkMnE-YAWoA,Melissa,1,4.0
ZfavZCU-AfT-cU1QTl_1lg,Erik,90,3.72
LDfigyE_6_mg7kXKAR3ZIA,Andrea,56,3.39
8ImiuyrFD7PmJGER8gseFA,David,2,4.5
83AWX9VkNE-2P8QQahZNdw,Jesse,1,3.0
9rf-k4eDxmEu6EjmmNxSDg,David,1,1.0
KQURCNvwamJV1vXUiDm15g,Andrea,7,4.29
nA11HIehygV3dvh2YsRwcQ,Eddie,51,4.12
rWhmbLWgjRmzjs-tHUISEw,Joy,8,4.33
rRX4t7fRt-JRoXdoC_Ca9w,Christine,4,4.0
lRUK2HiCMWQi4eUCsCoPqw,Rahul,13,3.69
K8bw4FL44BCNVvu4cT65iQ,Mandy,23,3.87
rKL5uK2EcTNNnMZa2lBb6Q,Mike,2,1.5
CJg31Q3lrsTrDils3mHgng,Myra,3,4.67
vqPpdUmFxd43rgm-j517Sg,Ryan,1,5.0
1uPt4wavVcLPvvA1v6mUSA,Violet,3,1.0
VjiVd3vR2q7bJafUvDys4A,Sarah,14,3.93
38BNIi0H7C98g_AjFcepJA,John,11,3.91
hQRBr4I8dYPE_GOd1Hpo0w,Ana,78,3.75
zfoWmopWNSKF-GYqvpbN5Q,Lawrence,1,4.0
5gRDF4URvG1ML3BOR6bPUA,Socal,30,3.07
yRJCie0XhNeUc1hxTNn28w,Rachel,1,3.0
yfXlbTstW89HCawK6Jm5qA,Michelle,8,2.75
HdqUYnkA0gpKak2S1tFzHQ,DA,1,5.0
BWABXFyhi2eNfcZMnTvRtQ,Dr John M,9,4.11
B5oQI_7wYN2EGoxIE4jgpw,Ashley,3,4.5
xq6SazcuGyqxtpTdIdLepg,Heather,2,5.0
KjNHHs9NksrG6rFACiu7uQ,Tony,1,1.0
vpK-k54Go6V6lxGadm8n5g,Tania,8,4.25
kAUgN0gE6vlB83eYD5Wo2g,Connie,3,2.67
vrFuer-guQYHBgPFMJUN5A,Jenny,448,3.45
IUJi6v2MQNQ01y1weZwiCw,Jessica,4,3.0
GeT8fso_N1flcF_HE2SDIA,Cho,1,5.0
rc02tWfb6sYASqT8Z1PaLg,Mary,2,4.5
kTcxoujWWxrxOBirkrCfMQ,Irene,4,4.5
yuPBS3fak77lgwO_9SXVYQ,Erin,41,4.0
hGYFN8cYEElWvMlvkSWZKQ,Justin,8,3.62
OwH2CYnjl0_RH4Dp3QnAnw,Rickey,12,4.42
C_ohgaJQeaB9dyb_pCW3OA,Jen,10,2.78
6KqEFIpZ7sUkhMnk1485pQ,Trent,33,2.97
oASqMIKVM3YzbOstSbeVwQ,Timothy,4,5.0
H-ZA_eRz4BzyPSH6cahFkQ,S,2,5.0
LWYodq0emPpv8GHx5dMt4g,narbu,2,3.0
ZmC21AHqGPLrB0_L-tTFXw,Courtney,41,4.12
T8EaYNWB7-3k8MmT61mNCA,Kirk,4,4.5
5acE6ZY4aP997gAHTosYDQ,Mike,8,3.25
IGkoathSlJmIOBDGo9vUZg,Matthew,479,3.78
VNIKOXvdKF8s7CyLBuVJ7g,Jim,3,2.67
bKkoPvsgZje0p9uvUGSnFg,Misty,7,4.0
j44K8Uo1ZB79qAGIfFb0Mw,Mike,15,3.77
yY1XXk5-_B7gS5JjVeYyow,Rob,13,4.23
LIX1J9TtI50McZUBfaN9Ig,Ray,2,2.0
Rp5EuxG6ytusDj5JbQ3_pw,Jason,2,5.0
cSFaXyJdRsr1624jPe6RDQ,Dana,3,5.0
29d8lPuutF7u5uB-9cS7tA,Mark,1,1.0
zAW58V61M58puy5L9pvj5w,Colleen,4,4.67
j0ING9ckH7wPz7k7sz6mSw,Jay,4,4.25
5E193w76Qlhoi1gkyakW2A,Jake,162,3.8
yDV0K-SVAVHnOpVBJhgBFA,Brian,8,3.8
BhNWPpjgv8wdp-d4DcG58A,Thai,2,4.0
qOS0GsTjTXO8wxG8VeKinA,Sharon,1,4.0
hAtkGyR2623wXMmj0hBtrQ,Elaine,22,4.23
4zCOYwQ7m737sdwYi_NXsA,Shan,2,4.0
zuVkj3YmFRIiGyh4N8TkWw,Pavola,1,4.0
l7GrqOKCztUl-4C0o4Lzvg,GretcheN,1,2.0
N_q2Wv1ckXqLMuIRaAzYNg,Marshall,336,3.89
Jw3ocYlfPw3T7g0OknI-lQ,A,51,2.0
6H8uMD4XWiSOzHXFzFwB4A,Ali,27,3.74
Zk9Bbu49hfKtVi_CWXD4mw,Edward,93,3.96
BBxOv0Tu8cWixBZZze1jVA,T,3,2.33
uQcl8Usm1cK9bQYbpXYdiQ,Tonya,8,3.5
jt24f_O0zfpKzWJnnER-vg,Ken,1,5.0
7JpfUCN0c8Rozql5POu4ww,Brendon,1,5.0
TgOx2YOoPs9TX16BgAjYQg,Jamie,5,3.4
zLToLBt6Yc1NjDvSphbP7Q,Bethany,7,4.29
ePAUr6xDxvMpG8eQfiDiqQ,Colleen,3,5.0
NB9ICNh5b8WgxI7gmBgw6A,Kathryn,17,3.69
YXIT-CAZ_7Qi-T9UMMle8Q,Michelle,80,3.9
CqGtzHnTgvGi8QEjwHOuOA,Linda,24,4.3
brWkvc6mqR5jMKXjBdz9HA,Matt,14,4.07
XOyeZ9-OIgyDHxybKv__dA,Roy,9,4.67
eBo3ZZL6bRqGw6BXYmosYw,Peggy,12,4.33
cd63Qx8ufJND0CDXFoYxAQ,Timothy,6,3.33
5xNbDvuw8F_iTv-6JXqFvA,Ben,5,3.25
eXvUxw4M7dZ8KbV8Xhs78A,Jessica,2,4.5
ocH1kvFf2HR9I1yIuZMVBg,Guy,8,3.5
OmzYp9ONLOzH7EW_39dpBg,Graham,308,3.73
C6IOtaaYdLIT5fWd7ZYIuA,Daren,479,3.9
oGa5335x1s91BIjpS3dNpw,Andy,6,4.5
tlNS3jqcKMLnGpGuLNviSg,Allison,19,4.56
u1KWcbPMvXFEEYkZZ0Yktg,robin,23,3.77
UrbFy26jBgxFuFiUL7io0w,Jerry,1,1.0
Ubs5fTE3KFaJ_R_AuBd5dg,Todd,19,4.05
nNl8WduYp9-hRuvW1D3fZQ,Mary,3,3.33
QxmN-X4GO6eMNErkY9oTTw,Susan,4,5.0
HyeYj6KmUMt307qHbopzog,Ellie,2,4.5
nfQBSI4UymhmBTJpd_D_VA,Jeromy,3,4.67
R60HoSrkfm0kCayaNbmjCQ,Jennifer,2,4.0
oJpDrX1XLB46MiYr6CxY0Q,Annabell,1,5.0
p8rErwXZjnyvvzSTQdXTXQ,Claudia,4,4.0
Lyg-0HILobCBdwE4bcFs5g,Angella,8,4.25
t9d2XrUmE3Hdv6WcAI2vHA,mike,3,4.0
UK5TjQAKOmee7zSV7KVfRg,Luis,37,4.39
pY-PxkXCfo6ZTxiLszi3sg,Raymond L,45,4.29
KPHEpODNeC_M3iGZ_f-Lsg,KandV,10,4.56
bxVMhH1rH8_JX2JoHGVRuw,John,1,1.0
8SFpYIJed0i6NMr_2rYJhg,Joe,13,4.09
OBaKPCG0a6UfqI-9Ezzajw,E.,5,4.8
RAERdV5MA9cJ0GxcEiVlfA,Ron,5,2.0
kfqvIJd3o_sUvzAuvn1DyQ,Conor,3,3.33
eDJN7vVVh-T7KU_0MtbN-A,Megyn,1,5.0
SaAmoglepypG3nc6sQ3J4Q,Tara,27,4.19
eu4EDnp3n86L5LtZGrb2EA,Teresa,22,4.52
p-hrTR6nGHVNPgNZSXbMuQ,Caitlin,27,4.04
oW3NRB_rNOoTId4tnyHOOA,Elizabeth,1,1.0
Rc5wyTgbXpFy0MzlkyJfEg,Kristin,1,5.0
BbSQ7MSYlyDE5WmRu_adnw,Mandy,4,3.0
O9Sa4Me-wKqY1zbFHhb5nA,Eddie,19,3.21
aKfRrGmWUeJ1sfhkEVwnmg,Jess,3,4.33
Tc-HKIMCjgs1purlZxgRww,Ken,4,4.0
D_BWrb2H6ILPN_ylMqj2FQ,Jessica,4,4.5
Digor1076PZe3S6tUIi__w,Dr.,5,3.0
vTM8yfcZDrPMMpPE2KtBgw,Jack,1,5.0
kLJsqZ3nwA3DBRd0tmBR_A,Michael,22,3.86
p0k6x_AKO8rD0JEeSQuYxQ,Tim,2,3.0
fEjDFzsmwWwZlfHdp_h0Nw,John,20,3.6
iVDP5-bfLKDnFvwMMKlNKw,Brandon,7,4.57
URcvnvGdqzdopz80byIrrg,Sarah,5,5.0
-5r8_8w_6XHTEZ8nKhZZyA,Bill,339,3.23
hploNL1XClTbZwneDxDTKA,Stacy,1,3.0
BBRJjyns_859ARBOKQxSrg,Cory,2,4.5
lBJFGpMHWgUZtZkU1_fspw,D. Scott,3,4.0
jGmhtUXPOn1I4mph5b7hlw,San,482,3.15
60FGZYaRPRxZ4GS0OFcf6w,Gary,44,3.92
WfwOtwu6C4SxxDRS4zmG-w,Leanne,3,4.0
tN143eoYJrQL2GrZ2aowWQ,Dean,3,5.0
ST5P3hEhXtr5tLOoXzrWAA,Ivette,1,5.0
sW64id1Q713niIaCchRKeg,L,3,4.0
umXMfYyCY4c8TXgmeLPRmA,George,1,5.0
f5oHNTCE7uqwEhC82jTDwQ,Christopher,78,3.63
ddi7I_KdhhjlK_M2EEYO4g,Belinda,14,4.67
kEwRD2kld3m_a3EI-iX35g,Marissa,11,4.1
0XqiKDV9W_VpTEkERWsTog,Charlotte,13,3.54
XVdpbZd9i5nzryse3UMQ1Q,Brad,1,1.0
qwoXwrIz5fTfo_sm6qB4BQ,Cory,2,4.5
BjWjeAA4EljeQxgmB5vlvA,Angelica,10,3.0
Yg6M7mtMTJTgtCpMDcy8cQ,nouha,11,4.45
6wLZOtaAAOTSC01OnOo8dw,Amber,1,5.0
PVTGxCqlyzfaU86rvn3SPg,Debi,52,3.87
Qb5GheTWyZpz-Y3-4GZGCA,Amanda,29,4.35
h7GbsmC1Ez2Hg7LMaStdow,Rob,27,3.41
eA0q87OWyV_PvkuhW2IuvQ,Noelle,65,4.23
pP6OFE-knZuyO-AldoVYtA,Amelia,1,5.0
5GVrtAbskHLJg7_Tni4I8w,Greg,1,3.0
IGFcrJ60tXCX__eerhYkeg,Rhiannon,1,1.0
325QatjmjSgREU53oS917Q,Monica,470,3.75
objFz7l7RnsISeqnMwWJlA,Veni,5,4.8
Qnpzy4jsgWweI_ODmoWYpw,Jennifer,1,5.0
BczSuuwszIGmSb5kkxkrTA,Alaina,15,3.53
IIvo1hf6gpJXQqVQ_oJnkQ,David,1,1.0
LiNbZqDdHLqueYz4nORWzg,Emily,26,3.48
nZcLA7pavhjBolOkr0ZaMA,Stephanie,2,4.0
mNcEvRZR3zaqgyIswQ7zAA,Kelly,3,3.67
3MmNlcODZL9qMbIIYdQCQw,noneya,4,1.75
j7pgvFfTda7ownh7L8LChg,Diane,4,3.0
ZmvxbGl5X_vrzmhKcjNZjQ,Betty,1,1.0
QiWWkgLHFRSCqMbH0qVeAg,Aaron,8,3.5
dwEUO6srrW_CPeIuUngZAA,Christy,4,4.25
t7ADWS28HCYXJpbIPSIuqw,Kelly,50,3.58
nnNooAawbkLp2cTJFKgQ_g,Kelly,10,3.6
xILPzgi5uffw-wsqpdHjbw,Jorge,6,4.33
llu0xnAghOiQ1y22J-tK1g,Alissa,27,4.15
QUTW6GQnEAJSqrzoUJ0m7Q,Nicollette,5,4.2
YPKyc9Hv3-b8v6GlagEplA,Dan,182,3.18
XCtQKImrk1TJG4vz9b7WMA,m,3,2.67
7yy7pQNENbOXGACLaVCYHg,Brandon,1,1.0
Wp0fK5noASGF1-6PnKVMLA,Eric,4,2.25
nbxsXJHWdrT11WfvV00Z6g,Jeff,37,2.94
ajEWtu_h76FDdEDxwdTWmg,Lauren,60,3.78
N3NUaqSx1Mz-Nnw6dYb-eQ,Jefri,2,5.0
gjigz7a2hA5_XJeIxiwzTQ,Taralyn,83,3.66
qR-iV_jwlDEqK1uQvLxEOA,Lexi,1,5.0
f8VHhBNt7DEiOhXvPPI8Jw,Tiffany,421,3.55
dmsNzWTbpo5LjIbcLAwBsg,christian,6,4.5
3_YkRES7fOyw4-ujp6ZETw,Albert,63,2.98
gz8ekjtfgbxwv9A6g_08VA,David,6,3.6
PmzMEXKOUw8Q58OviERumA,Kyle,16,4.31
pfwmCVwb1Lhsq4pbxh30Ww,John,15,3.54
9gN0Hdr8LqMCuEfgk8MLyw,Macy,5,4.4
RqzTGRlRhF-f4exeaEw3tA,Sharon,38,4.16
YbN54NZp2KklJg29zBWNUw,Salt,8,4.5
2YojLDIC6X4wZCMk9vCslg,Robert,4,5.0
TTbpeFhnDMjUJf5qf9jQRg,Bob,4,3.75
YZyMeC9zuNh0ggtvUPQVcw,Smita,6,2.8
ZiMCaIaUlBmVnNjREY0W6Q,Gracie,5,3.0
NrQ1SSkI_vTNg1EWL3cYhA,Melanie,291,3.58
kR19tIpfp_OhwbTu6R8uWw,Joe,11,2.18
dc8Apxmv5UGKlxIh-FmD_A,Joe,5,3.0
WmwQjpJIHv6fpFza_1qVgw,Alee,1,5.0
n3fkG9rykSW6YsxZLpSRQA,Kevin,1,2.0
wdav3b3wA_eVbQT9iYkwfQ,Jasmine,28,4.0
VJzKauZ_3WJ6Dw0v0LWq8g,Cassandra,18,3.44
vfnYajSKMWgrtoEFVAwMgg,chris,2,5.0
0AbPhr31EpMgsOCCroUb9w,Adam,20,3.7
hpngtSoQ22z9xSgGcBYwDA,Alicia,2,4.0
pHJ4PmCti4bQrf6w7FiYvg,Jennifer,50,3.96
tdSs55Nghf7FpuSLAW3tAQ,Jacqueline,2,5.0
o7um5jfDUkF237SIGP7DDw,David,9,4.0
qXinX7YIRNeFcUg_NvkGwQ,Melissa,2,3.0
TXJ8YldcRE_8RnjnwVUhXA,Kim,30,3.73
YPLy9LTkOAZz2WG-6V9vDg,Jason,1,5.0
nZ5SEIbH-oJV7YJsmh979w,Emily,2,1.5
yG_sW8bnEq8DoYJK230oOQ,Janet,3,1.33
ujRqpdTXYvX17ZslUq7qyQ,Jason,1,5.0
k7aNWcgFeL8nX6kXikzcgw,Laura,2,4.0
KSTOdz0lSFCkqBSRNwjERA,Chheng,165,3.75
YhqEQ9O7JRjdr12hSZbu0A,Cort,8,4.0
oCjrFKcvqVACBkVh3LTqwQ,Vincent,12,4.08
zAHDaQECN3LF521qtgvSGw,M,32,3.47
BGHcBWGpOAeL3LK_GtdB2w,DEBORAH,1,1.0
j472C2lnLtcdyXz4qA0YrA,Dan,36,2.28
vveCBQXOFJbKsX4qucvDsg,Tori,6,3.5
xIYOzGZ66FBa5cJdbYBkRg,Jon,5,4.25
VRiohjZww7HGaENlJNtNfw,S,11,3.5
8na4D2ifE6F20O2hkP4juQ,Convergent,2,5.0
XFL-zfQpXrJsRb1OaYXT0A,thadeus,6,4.83
xhdfZmSFyJ3adhww6s2-Pg,Jeff,42,3.64
8oCAlwR2yQVFHcppX4L7dg,Mike,2,4.5
vCvtdiwIR52fnByQH7ciZA,Elyse,19,3.68
K7orLD2uupYvaoTKRFl_ew,Chadwick,2,5.0
oV_YMdqn7bQwdiSgb0FVOQ,Katie,5,3.2
ZRlEIarl64DYooddYVrodQ,Tyler,14,3.57
FicpJU_SZA1it48_iUF6Sg,Alex,2,4.0
TO3l-s9L9AXYFaMvZ0wh9g,Heather,5,3.0
c49m1DAlN3KCB5ZY89hAYg,Christina,4,3.5
eY5sepWYYYbAmitp0CJ9Ag,Diane,20,3.95
7OWqAGqIWDsu_QGRmUoyCg,Ctam,20,3.45
gnXGMe-gTY3WSBTmWi7__Q,Tamarra,41,3.73
J0E9Eni31I9Z-Hr3nqCfew,Katie,1,4.0
WjVRHDMXVkhaRGl6evohnA,Jonathan,2,5.0
KVglV3X_HipoQyW9FGkFMQ,LaVaan,13,3.58
MIU0SKL86NooDERTsEnx0g,Beth,3,5.0
y7sq26EXGz7XG7DSo8TOuQ,Kyle,158,3.8
SJ0jwwsA-qvSa2Q5HmD-ew,Brian,37,3.89
WMEdaakgZtmEgRRWF9SUrw,Vijay,4,3.5
TR0E_EmulgPBHw8C7mqPEg,Eileen,7,2.8
R_Fs8IW-Q4N0_UneC6TtaA,David,11,4.64
epcrGDhw7mI_HxXkjL7zRg,Kate,448,3.53
aLMYe6_dtNARFb-XYG1HRw,Laura,1,5.0
UVb4CqjIpotHDFuRPed6eQ,Sarah,1,4.0
xTxoKlOIZaNoeCXbnUZTvA,Cookie,36,3.83
q5QpaxmZKBYtTQ06lWngIg,Kylie,1,5.0
LBW8xmpdMkxZ3ijUpnRnyA,Lorrie,2,5.0
Ccj06KzPlHuw8QbnfsLP7Q,Chrissy,244,3.89
WLdkRF3gO86spE6r06WZaA,Loosey,79,3.82
qy2rYHdiU8TX0jsOFqnpvA,Dustin,6,3.83
J72XoQspNBmPsX2iKl2YvA,Doug,180,3.94
Ce2iRvcUWljeWZpiLbcizw,Celeste,19,3.84
AbiHG8PBMQb0H26SoSZSWg,talia,22,3.81
Z34z321lvyLRmTT5fugzdg,S.,1,5.0
X6RNhGM8OHn13mkKyixU0w,Bud,9,4.89
2PPl1SH9eLC5cvcw5gM4Yg,D,35,4.06
K2CyvRWsLa_azIhdvQpT8w,Lydia,157,3.34
T7RyZYSPbtKdTtBBu6wQ2A,N,7,2.6
AE3QEMJXWL00xIbuDLBP1A,Cindy,4,3.75
8G745T6HWQG50Qg-1H5lkw,Linda,2,5.0
YnJuTJH5GI0Mo1FBkXgejg,Kc,1,4.0
QhE0eGapCPCoYewSbBL0dw,Ashley,1,1.0
RYrDLpVArGRTgZ_xDtccHA,K,2,3.0
gcuwbVN0LCBrOsp7VCTAvQ,Gavin,6,3.83
0JqioLB8jJwCDIvKzmq65Q,Brad,3,5.0
jZhCdXqkJe_LQXG40D8U3Q,Gesselle,127,3.28
E0Hi3wZjuXzQB5ghPezFkA,Lauren,97,2.89
ViMqmb7OMP6uAykikfH4fg,Jason,16,2.94
xJx4JHaNBhluOIJXl2_0TA,Sandy,2,5.0
Lcqm6agvQgbdVRQD0yalZw,KJ,2,3.0
YTX49p_wKHBlrBzi-ztOGA,Brady,121,3.48
11ujwHIIEyLNIBcHdj2ypg,L,30,4.47
1VrJvqp1K9K89GsXhSVW8Q,Jeffrey,11,3.73
UUyk7B2t-w2vtgl7QB23EA,Carl,2,1.0
XXcOOqNSRtqlMP2DDEWjQA,Mindy,3,4.33
J9zEeVglXtBt2mgPVvPAYQ,Eva,20,3.95
-iArS6zaHaXYjT20N1vXhg,Pat,28,3.19
m-p9ILrmc-g2YN_vfT9WXQ,Robert,6,3.83
uiMTavYKLw9hxskV4xB2tg,Richard,787,3.84
6aaM12rhWUCBE-WO9lE47Q,Kathleen,3,3.67
zYm20PpWTyH_cCYBaYWTvQ,Brad,4,3.33
Cv3-ACLFcnNs-pU2eUJNyQ,Tiffany,1,4.0
AtEYAeRoJ_6YKMMour2wVw,Alexandria,77,3.62
yHj-O-XxiSh4lubIHxq-IQ,Margie,33,3.36
exVEuv0K2noyinu7xxdm2Q,mStar,10,2.12
yh7Jop3WGJQKTPZq0zoPvg,Kimberli,12,4.17
r3jqWFbLS9D70oZ6YeFzvw,Carmen,10,3.9
QMX9Xg9SGxxLLaqRHAOGFg,Dan,1,5.0
U17WgOK0pM1W_9A64GwQwg,Brittny,2,5.0
uA2yhx1N078KPYBL-Gbx-Q,Haniah,3,4.67
gRED7aIVMxBROKJdiTPFFQ,Chris,8,4.0
uOLoH1Z_CCaVeMlik75ptg,Blake,1,3.0
pmkI2GIZ9Qh9LlHjey-w5A,Carol,1,5.0
YNc_Wdz4aNjN5N72qfFUgg,Markus,75,3.68
4GdN3itvzmFc_6kib2UzlA,Paige,1,1.0
NvaO4ZE000G0eWNXr5rrew,Megan,2,3.0
lJi8hvDEusdkKEidL04bZg,Cube,14,2.93
Ks5Zqc0YelMYMo2ahodEBw,Elizabeth,13,3.0
JbWe0sxjhZTozq-FZuyiPw,G.,11,4.78
uRcUA7_b1eJAn9expivc2g,Corina,1,5.0
gFyYGunVZQNkxjTgkaRQVA,Kevin,9,4.88
V_hVEFJp1-969ZZO1y0Y5w,David,1,5.0
xwUvyZ_nwfnVv4P7N3eDiQ,Layla,30,4.37
F4UqIMhypQ3SOkJTcL5cvA,Julianne,11,3.0
nyks5j-5fWtZtqxseOigQw,Kat,2,3.5
wG-tPUBXazYpib3uDlvpxA,Sachin,1,2.0
Xj8_uH9j98szzpcM_9E6Pw,Doug,30,3.7
yliuIB9BZeMXjHbjjikEqQ,Jamie,3,5.0
AGMssx_LrDb6r5iLYAzS8A,Anna,440,3.13
gBlKSSKTQusH32CVXRXA9w,Amelia,113,3.52
rnUsWuzJndMoSy28RbPMMQ,Art,25,4.32
M9cZwNoSKQDUVwO0R8UwIA,Jon,63,4.21
8r5J5JI5RnkVC9LwuqI5VA,Jeff,1,1.0
u4wFttKzCaLHrtuax1x2xQ,Louise,29,4.3
5GXX165pn4zqQKkfpOT76w,Stephen,4,5.0
