business_id,name,full_address,city,state,stars,categories
kbO05xSzzxn4LXfPLL5qvA,Argentos Pizza,"805 E Monroe Ave
Buckeye, AZ 85326",Buckeye,AZ,4.5,"['Pizza', 'Restaurants']"
ajf3Myr1PKX9RaLS_Ukc8A,Jack-In-the Box Drive Thru,"17017 N Cave Creek Road
Phoenix, AZ 85032",Phoenix,AZ,3.0,['Restaurants']
ycBa5cnSa6hgdB7rb9rdiw,Total Wine & More,"Emerald Center
8544 S Emerald Dr
Tempe, AZ 85284",Tempe,AZ,4.0,"['Food', 'Beer, Wine & Spirits']"
1XiUlZuB1LhIAXXXOQFTFA,Deer Valley Regency,"21220 N 23rd Ave Ofc
Phoenix, AZ 85027",Phoenix,AZ,2.5,"['Home Services', 'Real Estate', 'Apartments']"
Yb2pNCxYR32XKmpirqJqeQ,Mi Pueblo Mexican Food,"710 E Union Hills Dr
Phoenix, AZ 85024",Phoenix,AZ,4.0,"['Mexican', 'Restaurants']"
xY254SofL_tJpsCnsHsDYQ,The IMS Arizona Marathon,"14175 W. Indian School Rd
Ste B4 #629
Goodyear, AZ 85395",Goodyear,AZ,3.5,['Active Life']
0SQmfh7ppX3HnYx9SxmReA,Panda Express,"921 N Dodson Rd
Mesa, AZ 85201",Mesa,AZ,3.0,"['Fast Food', 'Restaurants']"
QC-HGWbkTLct6a92Rx09NQ,Londen West Records,"1460 N Scottsdale Rd
Tempe, AZ 85281",Tempe,AZ,3.0,"['Music & DVDs', 'Books, Mags, Music & Video', 'Shopping']"
VbXy3tH5RAu7HjT7VeMMgA,Thai E-San,"616 W Indian School Rd
Phoenix, AZ 85013",Phoenix,AZ,3.5,"['Thai', 'Restaurants']"
9CstkLhqS4fXT0VUgu60dA,Club SAR,"8055 E Camelback Rd
Scottsdale, AZ 85251",Scottsdale,AZ,4.5,"['Active Life', 'Gyms', 'Fitness & Instruction']"
7jJ1BDPCQ-oM7nmQeKh5Rg,Frostyberry Frozen Yogurt,"10101 E Bell Rd
Ste A103
Scottsdale, AZ 85260",Scottsdale,AZ,3.0,"['Food', 'Ice Cream & Frozen Yogurt']"
4jyN9UwyvDzL5CwUTaeF4w,Arizona Aloha Festivals,"Tempe Beach Park, Tempe Town Lake
Phoenix, AZ 85073",Phoenix,AZ,5.0,['Local Flavor']
XPNrGeWsEUmglTSq619now,Starbucks,"16815 E Shea Blvd
Fountain Hills, AZ 85268",Fountain Hills,AZ,3.0,"['Food', 'Coffee & Tea']"
5CWKlH0uyOUF5EZIyewMXg,Chi Chi's Tacos,"Phoenix, AZ 85004",Phoenix,AZ,5.0,"['Mexican', 'Restaurants']"
tWQDGbTZO9WgQguo0Cw_RQ,Han Machi,"1949 W Ray Rd
# 32
Chandler, AZ 85224",Chandler,AZ,2.5,"['Seafood', 'Restaurants']"
4A628qyYpA4EhN6w6o-MYQ,Joe's New York Pizza,"7321 E Shoeman Ln
Scottsdale, AZ 85251",Scottsdale,AZ,3.5,"['Pizza', 'Restaurants']"
K04Sot5bwUk-BkOotkurmA,Burton Barr Central Library,"1221 N Central Ave
Phoenix, AZ 85004",Phoenix,AZ,4.5,"['Libraries', 'Public Services & Government']"
5BnsHDWrt2z-9d8AzSgkjw,Nick's,"10810 N Tatum Blvd
Phoenix, AZ 85028",Phoenix,AZ,3.5,"['Restaurants', 'Italian']"
NleiJA9dpfKjhxe0cCD1MA,Tastings Wine Bar and Bistro,"1809 N Dysart Rd
Avondale, AZ 85323",Avondale,AZ,2.5,"['Wine Bars', 'Bars', 'Nightlife', 'Restaurants']"
BFZHdg2TRrgw56CyqkSryA,Blue Agave Mexican Cantina,"7000 E Mayo Blvd
Ste 1056
Phoenix, AZ 85054",Phoenix,AZ,3.0,"['Mexican', 'Restaurants']"
UACSWwOwCFg58ycvb32-RQ,Tariq Restaurant,"5064 E McDowell Rd
Phoenix, AZ 85008",Phoenix,AZ,4.0,"['Restaurants', 'African']"
v5jl0e2gR1dBENyFM6ZWPw,AccountingProse,"Phoenix, AZ 85006",Phoenix,AZ,5.0,"['Accountants', 'Professional Services', 'Financial Advising', 'Financial Services']"
UDWLaPTclYXBdG7PYIe1Zw,Brand X Custom T-Shirts,"414 S Mill Ave
Ste 120
Tempe, AZ 85281",Tempe,AZ,4.5,"[""Men's Clothing"", 'Fashion', 'Shopping']"
UtFPt5PWtrxCbPuIFgiC_A,Silly Mountain,"Superstition Rd and Silly Mountain Rd
Apache Junction, AZ 85219",Apache Junction,AZ,4.0,"['Active Life', 'Hiking']"
7xEaT8kSWhTWOAC5W343jA,Verizon Wireless,"3401 W Frye Rd
Suite 5
Chandler, AZ 85226",Chandler,AZ,1.0,"['Shopping', 'Home Services', 'Internet Service Providers', 'Mobile Phones', 'Professional Services', 'Electronics']"
hRa1QU3wvI5hRnkFm67YGA,Supercuts,"4722 E Ray Rd
Ste 16
Phoenix, AZ 85044",Phoenix,AZ,5.0,"['Barbers', 'Beauty & Spas']"
zsMNY7nDppcceMgzKp6eZg,Bug & Weed Mart Tempe,"950 E Baseline Rd
Ste 104
Tempe, AZ 85283",Tempe,AZ,3.5,"['Local Services', 'Pest Control']"
A5cTCWZ2qv611Z7EQH7uMQ,LA Fitness,"445 N Stapley Drive
Mesa, AZ 85203",Mesa,AZ,2.5,"['Active Life', 'Gyms', 'Trainers', 'Fitness & Instruction']"
plPRO44rGZHQWyOzgH-5ig,The UPS Store,"11445 E Via Linda
Scottsdale, AZ 85259",Scottsdale,AZ,2.0,"['Local Services', 'Shipping Centers']"
2e3v5rl80j4pI3L2135xYg,Sprouts Farmers Market,"2824 E Indian School Rd
#126
Phoenix, AZ 85016",Phoenix,AZ,4.0,"['Food', 'Health Markets', 'Grocery', 'Specialty Food']"
yQfyRIFk7AUSAXcTflWsHQ,SAS Fabric by the Pound,"1111 E Indian School Rd
Phoenix, AZ 85014",Phoenix,AZ,4.5,"['Arts & Crafts', 'Shopping', 'Fabric Stores']"
OG5OYByXR3vA_c_DZ8PvJg,Abuelo's,"7000 E Mayo Blvd
Building 26
Phoenix, AZ 85073",Phoenix,AZ,3.5,[]
Rr233WRnykn1j-qU9KOzCg,Raising Cane's,"960 E University Dr
Tempe, AZ 85281",Tempe,AZ,4.5,"['American (New)', 'Restaurants']"
8UC_BhTIcTDcP8OI7EtpLA,Pier 1 Imports,"16219 N Scottsdale Road
Scottsdale, AZ 85254",Scottsdale,AZ,4.0,"['Shopping', 'Home & Garden', 'Furniture Stores']"
3XD7VYs5NDJeMKKKVlkEgQ,Phoenix Film Festival,"1700 N 7th Ave
Ste 250
Phoenix, AZ 85016",Phoenix,AZ,4.0,"['Arts & Entertainment', 'Cinema']"
W6CL0xexbcBP6KNPKMNrTw,Cvs Pharmacy,"2428 S Val Vista Dr
Gilbert, AZ 85295",Gilbert,AZ,3.5,"['Shopping', 'Drugstores']"
bb0ND1Y4bZ2lncm7Zx3OwQ,Hampton Inn & Suites Phoenix Chandler/Fashion Center,"1231 S Spectrum Blvd
Chandler, AZ 85286",Chandler,AZ,4.5,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']"
CNOfqLhoty3QdKGgIErWtQ,The Clayton On the Park,"7343 Scottsdale Mall
Scottsdale, AZ 85251",Scottsdale,AZ,4.0,"['Event Planning & Services', 'Venues & Event Spaces']"
ie3Z-b4O7109XG_PidosKQ,Gymboree of Glendale,"20221 N 67th Ave
Glendale, AZ 85308",Glendale,AZ,5.0,[]
dlWEAJCFIRqkzMtKUlIZ7Q,Walgreens,"1585 E Guadalupe Rd
Gilbert, AZ 85234",Gilbert,AZ,4.5,"['Shopping', 'Drugstores', 'Beauty & Spas', 'Food', 'Convenience Stores', 'Cosmetics & Beauty Supply']"
xUrjU9S-xbTlaL-b5k4p1Q,Tropical Smoothie Cafe,"6614 E Baseline Rd
Mesa, AZ 85206",Mesa,AZ,4.0,"['Food', 'Juice Bars & Smoothies']"
5sJjWE6l4fpfO77A0QIcGg,Acura of Tempe,"7800 S Autoplex Lp
Tempe, AZ 85284",Tempe,AZ,4.0,"['Auto Repair', 'Automotive', 'Car Dealers']"
8d1_pRICU16paEa94ey_1g,Thunderbird Paseo Park,"6011 W Thunderbird Rd
Glendale, AZ 85306",Glendale,AZ,4.0,"['Active Life', 'Parks']"
ykJz45eSlme4nmBck_9HBg,Virginia's House,"6838 N 59th Dr
Glendale, AZ 85301",Glendale,AZ,4.5,"['Event Planning & Services', 'Venues & Event Spaces']"
4GsI6zedtFa2dTqo50w9-w,Blanco On The Fly,"Sky Harbor Blvd
Phoenix, AZ 85034",Phoenix,AZ,3.0,"['Food', 'Ethnic Food', 'Specialty Food']"
immAndhZ-o1qrlFrIw8YjQ,Village Inn,"4040 East Bell Rd
Phoenix, AZ 85032",Phoenix,AZ,2.5,"['American (Traditional)', 'Restaurants']"
TuuENwzxOFdDLY_oKCbFZw,The Deli,"18914 E San Tan Blvd
Queen Creek, AZ 85242",Queen Creek,AZ,4.5,"['Delis', 'Sandwiches', 'Restaurants']"
ej65W-XSc1PL_i1ssBJe2A,United Artists Theaters,"9090 E Indian Bend Rd
Scottsdale, AZ 85250",Scottsdale,AZ,3.0,"['Arts & Entertainment', 'Cinema']"
H-zvHYZbRVHJ3sNqvqeReQ,Crystal Springs Car Wash,"1755 W Chandler Boulevard
Chandler, AZ 85224",Chandler,AZ,4.5,"['Car Wash', 'Automotive']"
3M2llzwj4FOylG7Lfy0F1w,Rockwell Landscape Maintenance,"Glendale, AZ 85308",Glendale,AZ,5.0,"['Gardeners', 'Landscaping', 'Home Services']"
5AsVHsqADuurv7NqG-RFLA,Arizona Biltmore Waldorf Astoria,"2400 E Missouri Rd
Phoenix, AZ 85016",Phoenix,AZ,4.0,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']"
SBmbCfkqbG5KkFE8swls-Q,Warner Nails,"2050 N Alma School Rd
Chandler, AZ 85224",Chandler,AZ,4.0,"['Beauty & Spas', 'Nail Salons']"
YAVb5F24GTqQ5qNTnDAZOQ,Ghost Armor Inc,"952 E Baseline Rd
Mesa, AZ 85204",Mesa,AZ,2.0,[]
FdAi2yvDJC1LPZOLhaoo6w,Islands Restaurant,"10055 W McDowell Rd
Avondale, AZ 85392",Avondale,AZ,3.5,"['Bars', 'American (Traditional)', 'Burgers', 'Nightlife', 'Sports Bars', 'Restaurants']"
KBoN62BQPvTVmcRz-Rb81Q,Cocina 10,"308 N 2nd Ave
Phoenix, AZ 85003",Phoenix,AZ,4.0,"['Mexican', 'Restaurants']"
igvATKdi31Ve7Jd2B6-g9g,Strands Salon,"7000 E Shea Blvd
Ste 170
Scottsdale, AZ 85254",Scottsdale,AZ,4.5,"['Hair Salons', 'Beauty & Spas']"
PBcsBfduHaCBVLsgVvAkJQ,Dennys,"7400 W Chandler Blvd
Chandler, AZ 85226",Chandler,AZ,3.5,"['American (New)', 'Restaurants']"
rkF-kVOIQxh6KoJqFDaghQ,Sprint,"1095 W Queen Creek Rd
Chandler, AZ 85286",Chandler,AZ,5.0,"['Shopping', 'Mobile Phones']"
Tz9SfQBHtnyaRslSPG-f0Q,Fry's & Fry's Marketplace,"825 W University Drive
Mesa, AZ 85201",Mesa,AZ,2.5,"['Food', 'Grocery', 'Shopping', 'Drugstores']"
x9v89DS_1pXVKYDHLiqmfg,Color Me Bella Salon and Spa,"8253 W Thunderbird Rd
Ste 103
Peoria, AZ 85381",Peoria,AZ,4.0,"['Hair Salons', 'Day Spas', 'Beauty & Spas']"
-TNwWa_OGPmZoBFl25zdYA,Oasis Bagels,"17650 W Elliot Rd
Ste A-155
Goodyear, AZ 85338",Goodyear,AZ,5.0,"['Breakfast & Brunch', 'Restaurants']"
aOR_hD-xXsnU6bgVcJ3uXw,Hot Pot Caribbean Cuisine,"2081 N Arizona Ave
132
Chandler, AZ 85225",Chandler,AZ,4.0,"['Caribbean', 'Restaurants']"
mOwAbR9_RgBQuFtr71UtzQ,Starbucks Coffee Company,"1601 E Bethany Home Rd
Phoenix, AZ 85016",Phoenix,AZ,4.0,"['Food', 'Coffee & Tea']"
AqdFUHo_is8NfBh_n7tlHg,Wendys Resteraunt,"1045 S Arizona Avenue
Chandler, AZ 85248",Chandler,AZ,3.5,['Restaurants']
TCCkKCGzOxYkJ2NYB7_QxQ,Abercrombie & Fitch,"4568 E Cactus Rd
Phoenix, AZ 85032",Phoenix,AZ,2.5,"[""Women's Clothing"", ""Men's Clothing"", 'Fashion', 'Shopping']"
uf4AWTEI6RmRUXx-28MZsg,Ben & Jerry's Scoop Shop,"34505 N Scottsdale Road
Scottsdale, AZ 85262",Scottsdale,AZ,4.5,"['Food', 'Ice Cream & Frozen Yogurt']"
oTKHFsKtwOX73EiO5iDLgQ,Black Fig Bistro,"Inside Talking Stick Resort
9800 E Indian Bend Rd
Scottsdale, AZ 85256",Scottsdale,AZ,3.5,"['Cafes', 'Restaurants']"
3l72FflaaeI0tWEAWN3-gQ,America's Taco Shop,"2041 N 7th St
Phoenix, AZ 85006",Phoenix,AZ,3.5,"['Mexican', 'Restaurants']"
fJx0N4N0NbyHEeoDU9nH8g,Two Hippies Breakfast Joint,"4306 N 7th Ave
Phoenix, AZ 85013",Phoenix,AZ,3.0,"['Breakfast & Brunch', 'Restaurants']"
oGwzYYdpLKH_d9T3af4-oQ,Dog Town Chili Dogs,"690 S Mill Ave
Ste 110
Tempe, AZ 85281",Tempe,AZ,3.5,"['Hot Dogs', 'Restaurants']"
40Sd5pjsCLXZ0J21SkU08g,Dominos Pizza,"20046 N John Wayne Parkway
Maricopa, AZ 85239",Maricopa,AZ,2.5,['Restaurants']
K7Kxz1FX-VLPflPJgqqbGQ,Chicago Gyros,"4730 E Indian School
Ste 117
Phoenix, AZ 85018",Phoenix,AZ,3.5,"['Greek', 'Restaurants']"
GNlARuZFOPoNy2llvf5lnA,GameStop #4741,"4802 E Ray Rd
Phoenix, AZ 85044",Phoenix,AZ,3.5,"['Hobby Shops', 'Shopping']"
-iyXLstr5tP_oPdxDQjKHg,Brown Eyed Girlz Boutique,"830 E Greenway Pkwy Ste 103
Phoenix, AZ 85022",Phoenix,AZ,1.0,"[""Women's Clothing"", 'Fashion', 'Shopping', 'Accessories']"
uwtzgXdroiFT3Lt89dlD-A,Safeway Food & Drug,"90 S Val Vista Drive
Gilbert, AZ 85296",Gilbert,AZ,3.5,"['Bakeries', 'Food', 'Flowers & Gifts', 'Shopping', 'Florists']"
rwT9wCyXNATA36yqcb4JSg,Big Daddy's Sports Lounge,"10618 N Cave Creek Rd
Phoenix, AZ 85020",Phoenix,AZ,3.5,"['Nightlife', 'Bars', 'Pizza', 'Sports Bars', 'Restaurants']"
TnkxapUN4nWMz_z5h3qMYg,Pita Jungle,"1001 N. 3rd Avenue
Suite 3
Phoenix, AZ 85003",Phoenix,AZ,4.0,"['Vegetarian', 'American (New)', 'Mediterranean', 'Restaurants']"
38n7vTuYBUVunJN9IAcMmw,OfficeMax,"3340 N Hayden Rd
Scottsdale, AZ 85251",Scottsdale,AZ,3.5,"['Local Services', 'Printing Services', 'Shopping', 'Office Equipment']"
TQNDCD50mkXwySB_qXmrXA,Sizzler,"1050 S Country Club Dr
Mesa, AZ 85210",Mesa,AZ,3.5,"['Steakhouses', 'Seafood', 'American (Traditional)', 'Restaurants']"
NAHrDXtBbeGHJNka7ltXPA,La Bella Vita Health and Wellness,"10810 E Via Linda
Ste 113
Scottsdale, AZ 85259",Scottsdale,AZ,5.0,"['Weight Loss Centers', 'Health & Medical']"
1YYy56iVwF60VeAeqKrFNw,Catalina Sports Bar & Grill,"2939 N 16th St
Phoenix, AZ 85016",Phoenix,AZ,4.5,"['Bars', 'Sports Bars', 'Karaoke', 'Nightlife']"
4gxZ5tPEqm0QnRkILa9cNQ,Truckin' Good Food,"Phoenix, AZ 85044",Phoenix,AZ,4.5,"['Creperies', 'Food Stands', 'French', 'Restaurants']"
RIgrLi3Jvz8lwAi04Fi8CA,Amore Sports Grill,"8763 E Bell Rd
Scottsdale, AZ 85260",Scottsdale,AZ,2.5,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife']"
iaNW09XVfBCC7ytLjSeJQQ,Mesa Thrift Store,"1018 West Main St
Mesa, AZ 85201",Mesa,AZ,4.5,"['Thrift Stores', 'Shopping']"
PIu2Rocm6_Vyp2M3v6TKdA,Haagen Dazs Shop,"2502 E. Camelback Road
Biltmore Fashion Park - Near Macy's
Phoenix, AZ 85016",Phoenix,AZ,4.0,"['Food', 'Ice Cream & Frozen Yogurt', 'Juice Bars & Smoothies']"
621ZMZH68DilrRgBRw1R6A,Integrated Chiropractic,"14850 N Scottsdale Rd
Ste 375
Scottsdale, AZ 85254",Scottsdale,AZ,5.0,"['Health & Medical', 'Chiropractors']"
NvL35mHpScWI2wnLPmYQCw,Mighty Mikes,"2720 W Bethany Home Rd
Phoenix, AZ 85017",Phoenix,AZ,2.0,"['Fast Food', 'Restaurants']"
zH-o6lAI0ZchmeaqCBoPqA,True Hot Yoga,"20329 N 59th Ave
Glendale, AZ 85308",Glendale,AZ,4.5,"['Active Life', 'Yoga', 'Fitness & Instruction']"
YdZFMgT0GXFJpFoZvNvLNg,Freddy's Frozen Custard And Steakburger,"151 E Williams Field Rd
Gilbert, AZ 85295",Gilbert,AZ,4.0,"['American (Traditional)', 'Restaurants']"
CqmCV_6NV3pwYXkjDtG9bQ,Elegant Reflections,"930 W Southern Ave
Ste 5
Mesa, AZ 85210",Mesa,AZ,5.0,"['Local Services', 'Sewing & Alterations', 'Bridal', 'Shopping']"
GV1P1x9eRb4iZHCxj5_IjA,Mimita's Cuban Cafe,"1950 N Arizona Ave
Chandler, AZ 85225",Chandler,AZ,3.5,"['Cuban', 'Cafes', 'Restaurants']"
WaO_hAunQrZ--vI308rHQA,Big Earl's BBQ,"7213 E 1st Ave
Scottsdale, AZ 85251",Scottsdale,AZ,3.5,"['Barbeque', 'Restaurants']"
vEdPyIvIg_eX_pM8WXgtew,Safeway,"810 E. Glendale Ave.
Phoenix, AZ 85016",Phoenix,AZ,3.5,"['Bakeries', 'Food', 'Grocery']"
OVGz4ljvfIslSFwgDEpw-Q,Found by Domestic Bliss,"166 W Main St
Mesa, AZ 85201",Mesa,AZ,4.5,['Shopping']
kNnk3xy9eb4ym8nljQUGlA,Chase's Diner,"2040 N Alma School Rd
Chandler, AZ 85224",Chandler,AZ,3.5,"['Breakfast & Brunch', 'Diners', 'Restaurants']"
91iKybk4E_LSl5vy0F6mkA,AMF Shea Village Lanes,"10870 N 32nd Street
Phoenix, AZ 85028",Phoenix,AZ,4.5,"['Active Life', 'Amusement Parks', 'Nightlife', 'Bowling']"
Eq6HUYlnhF__d1ie-I2RMg,P.F. Chang's China Bistro,"16170 N 83rd Ave
Peoria, AZ 85385",Peoria,AZ,3.5,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
e8SKP917u2g0MTAaoGkCnA,Taco Bell,"5705 W Bell Rd
Glendale, AZ 85308",Glendale,AZ,3.0,"['Fast Food', 'Restaurants']"
5nazrxmIAH7RMgURdrSCIg,Village Inn,"2935 S Alma School Rd
Chandler, AZ 85286",Chandler,AZ,3.0,"['American (Traditional)', 'Restaurants']"
nfQELrMgQd-r-VrveRv_Pg,Home Depot the,"25650 N Lake Pleasant Pkwy
Peoria, AZ 85383",Peoria,AZ,5.0,"['Hardware Stores', 'Shopping', 'Home & Garden']"
OzrOuMIig4Zvq1qyFutH2Q,Trader Joe's,"14095 W Grand Ave
Surprise, AZ 85374",Surprise,AZ,4.0,"['Food', 'Beer, Wine & Spirits', 'Grocery']"
o571CmC40T0zUzl7FXzqXw,Jan Ross New Age Books & Gifts,"4239 W Thunderbird Rd
Phoenix, AZ 85053",Phoenix,AZ,4.0,"['Books, Mags, Music & Video', 'Shopping', 'Bookstores']"
ot6cqoy2BObtzteiMzMnhg,Club FullFilled,"2532 W Peoria Ave
Phoenix, AZ 85029",Phoenix,AZ,4.0,"['Nightlife', 'Dance Clubs']"
KndgAfjs5BBxBq0-3EobXw,Sunrise Cafe,"1825 E University Dr
Tempe, AZ 85281",Tempe,AZ,3.5,"['Cafes', 'Restaurants']"
I6yAKGBDclGh7UlvOfqV1A,Safelite AutoGlass,"8135 E Butherus Dr
Scottsdale, AZ 85260",Scottsdale,AZ,3.5,"['Automotive', 'Windshield Installation & Repair', 'Auto Glass Services']"
aeRyndix1wheBlff2FBsMg,Jamba Juice,"4811 N 16th Street
Phoenix, AZ 85016",Phoenix,AZ,4.0,"['Food', 'Juice Bars & Smoothies']"
fELhYwyeRgkxmBJoO4BsTg,Cheap Thrills,"2540 E Indian School Rd
Phoenix, AZ 85016",Phoenix,AZ,4.5,"['Used, Vintage & Consignment', 'Fashion', 'Shopping']"
bRk44ShCT0osos-1xaTRyA,Dobson Ranch Golf Course,"2155 S Dobson Rd
Mesa, AZ 85202",Mesa,AZ,3.5,"['Active Life', 'Golf']"
lUoiT_fR73R8eMiiIcqMLA,Hermosa Inn,"5532 N Palo Cristi Rd
Paradise Valley, AZ 85253",Paradise Valley,AZ,4.0,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']"
NT77u4E8TapAPg0ykh6XYg,Tlaquepaque,"10401 N Scottsdale Rd
Paradise Valley, AZ 85253",Paradise Valley,AZ,3.5,"['Shopping', 'Home & Garden', 'Furniture Stores']"
L5VXsEEjf7BOgVPEtRTF8w,The Carwasher,"7501 E Indian School Rd
Scottsdale, AZ 85251",Scottsdale,AZ,3.5,"['Car Wash', 'Automotive']"
ykfL94V9KLT86s_tTzxwZQ,Pei Wei Asian Diner,"1825 E Guadalupe Road
Tempe, AZ 85283",Tempe,AZ,3.5,"['Chinese', 'Restaurants']"
NKSA0em3dHSGTyo6Eu-Waw,Indian Maharaja Palace,"5775 West Bell Rd
Ste 5
Glendale, AZ 85308",Glendale,AZ,3.5,"['Indian', 'Restaurants']"
7YPQDYBoeR7ThahECMGV4Q,Empire Discount Liquors,"3939 E Indian School Rd
Phoenix, AZ 85018",Phoenix,AZ,4.0,"['Food', 'Beer, Wine & Spirits']"
qbh3B_9CDHBd8efxHvFYqA,The Mother Lode Mercantile,"4650 N Mammoth Mine Rd
Apache Junction, AZ 85119",Apache Junction,AZ,4.0,['Shopping']
D1T1jtCfTfXD-cQE3QViow,Joe's Diner,"4433 N 16th St
Phoenix, AZ 85016",Phoenix,AZ,4.0,"['Breakfast & Brunch', 'Diners', 'Restaurants']"
gHbS3YAfJFQwwuTMSe4H_A,Yogi's Teriyaki and Grill,"1130 W Grove Ave
Mesa, AZ 85210",Mesa,AZ,3.5,"['Japanese', 'Restaurants']"
EhjTY_BkSviBNF5Rb1I0fA,Arizona Opera,"4600 N 12th St
Phoenix, AZ 85014",Phoenix,AZ,5.0,['Arts & Entertainment']
_TekkyyFeX_8MBepPIxuTg,Paletas Betty,"96 W Boston St
Ste 100
Chandler, AZ 85225",Chandler,AZ,4.5,"['Food', 'Desserts', 'Ice Cream & Frozen Yogurt']"
OmxAvtMyIvCVm16NFIOOUA,TGI Friday's,"21001 N Tatum Blvd
Phoenix, AZ 85050",Phoenix,AZ,2.5,"['American (Traditional)', 'Restaurants']"
9cJK2ZmiZ1rqqWROh-yQtw,Valley Beauty Salon,"13606 N 99th Avenue
Sun City, AZ 85351",Sun City,AZ,4.5,[]
q9WaFYhlOZCrfXJQTG5t_Q,The Living Room,"2475 W Queen Creek Rd
Chandler, AZ 85248",Chandler,AZ,3.5,"['American (New)', 'Restaurants']"
bxgS6_HLquEvdCIyQxLefA,Coco's Family Restaurant,"1525 W Elliot Rd
Tempe, AZ 85284",Tempe,AZ,2.5,"['Bakeries', 'Food', 'American (Traditional)', 'Restaurants']"
vfv0rermjJJkWD50Plo5ig,Mc Donald's,"20735 E Maya Rd
Queen Creek, AZ 85242",Queen Creek,AZ,2.0,"['Fast Food', 'Restaurants']"
L51LcD2HWoXMcPh4ilRQCQ,Jo-Ann Stores Inc,"1717 N Dysart Rd
Avondale, AZ 85392",Avondale,AZ,4.0,"['Arts & Crafts', 'Shopping', 'Fabric Stores']"
fxs_6IV9YoZQA3sQfWB_JQ,Sorensen Heating and Cooling,"13954 W Waddell Rd
Surprise, AZ 85379",Surprise,AZ,5.0,"['Home Services', 'Heating & Air Conditioning/HVAC']"
GNC2WXRjEO8e7r5f8ZCVrA,Yogurtland,"3355 W Chandler Blvd
Chandler, AZ 85226",Chandler,AZ,3.5,"['Food', 'Ice Cream & Frozen Yogurt']"
SBMz9sXkko_-fxM1jkGG1w,Jimmy John's,"3317 E Bell Rd
Phoenix, AZ 85032",Phoenix,AZ,3.0,"['Food', 'Food Delivery Services', 'Delis', 'Sandwiches', 'Restaurants']"
LeBQ8Wc3BK_i_jPSbFpZHA,Old Pueblo Restaurant,"505 N Main Street
Florence, AZ 85232",Florence,AZ,3.0,"['Caterers', 'Mexican', 'Event Planning & Services', 'Restaurants']"
e48-VRt7HsDr9GEcoCjPwA,Paradise Bakery,"14884 N Pima Rd
Scottsdale, AZ 85250",Scottsdale,AZ,3.5,"['Bakeries', 'Food', 'Sandwiches', 'Restaurants']"
hF6KrTKdQBk0wDIkZmhFkA,Federico's,"820 N 54th St
Chandler, AZ 85226",Chandler,AZ,3.0,"['Mexican', 'Restaurants']"
pLIEBQRP9hDG9T2OWDX04w,Stellar Adventures,"PO Box 8329
Scottsdale, AZ 85252",Scottsdale,AZ,4.5,"['Hotels & Travel', 'Tours']"
wSNe7xnQ0OvJ1UTLjikJeQ,Tortilla Flat Arizona,"1 Main St
Tortilla Flat, AZ 85290",Tortilla Flat,AZ,3.5,"['Landmarks & Historical Buildings', 'Restaurants', 'Public Services & Government', 'Tex-Mex']"
H0ZQsk1WvpIVKRE8R9D0dA,Men's Wearhouse   ,"2703 S Market St
Gilbert, AZ 85296",Gilbert,AZ,4.5,"[""Men's Clothing"", 'Fashion', 'Shopping']"
kOK86MUuK-VWfJEYuvHUnQ,Bashas',"1920 W Chandler Boulevard
Chandler, AZ 85224",Chandler,AZ,3.0,"['Food', 'Grocery']"
CH116u4TyXGaTaKFnliASA,Applebee's,"9330 W Northern Avenue
Glendale, AZ 85305",Glendale,AZ,3.0,"['American (Traditional)', 'Restaurants']"
8uOiUajj7BO1e_8sgVneGw,Endurance Cafe,"7365 N Via Paseo Del Sur
Scottsdale, AZ 85258",Scottsdale,AZ,4.5,"['Food', 'Juice Bars & Smoothies']"
P8pJ2tUS-KnO8H4sbaAxTw,AJ'S Purveyor of Fine Foods,"31311 N Scottsdale Rd
Scottsdale, AZ 85266",Scottsdale,AZ,5.0,"['Food', 'Beer, Wine & Spirits', 'Grocery']"
t2aUr49fVM8QkdZ5Z-FRfg,Bryan Mok Design & Photography,"Phoenix, AZ 85085",Phoenix,AZ,5.0,"['Photographers', 'Graphic Design', 'Event Planning & Services', 'Professional Services']"
vKQSEJX8T_7RejEJvL33ew,Arrowhead Pool,"1475 W Erie St
Chandler, AZ 85224",Chandler,AZ,4.5,"['Active Life', 'Swimming Pools']"
EeqCebn8ulIywYIvtnH0Lw,Kindred Spirits,"11127 W Arizona Ave
Youngtown, AZ 85363",Youngtown,AZ,4.5,"['Food', 'Coffee & Tea', 'Cafes', 'Restaurants']"
UkbiF2Y3FUDGPK5YdCGgIQ,Nordstrom Rack,"2620 W Chandler Rd
Chandler, AZ 85224",Chandler,AZ,3.5,"['Department Stores', 'Fashion', 'Shopping']"
wxeG_cvu3fz77U3DoU01FQ,Jim's Ace Hardware,"23954 S. Power Rd.
Queen Creek, AZ 85142",Queen Creek,AZ,3.0,"['Hardware Stores', 'Shopping', 'Home & Garden']"
Dw4eZHZtxMHj6JsHIfx4Mw,Apollo North Animal Hospital,"6030 W Behrend Dr
Ste 117
Glendale, AZ 85308",Glendale,AZ,5.0,"['Veterinarians', 'Pets']"
